CustomerKey;GeographyKey;CustomerLabel;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CustomerType;CompanyName;ETLLoadID;LoadDate;UpdateDate
33;656;11032;NULL;Denise;NULL;Stone;0;1947-06-11;M;NULL;F;denise10@adventure-works.com;20000,00;4;0;High School;Skilled Manual;1;2;626 Bentley Street;NULL;1 (11) 500 555-0169;2001-08-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
248;498;11247;NULL;Claudia;M;Zhou;0;1956-06-06;S;NULL;F;claudia7@adventure-works.com;130000,00;3;4;Partial College;Professional;0;3;6516 Beauer Lane;NULL;1 (11) 500 555-0116;2001-08-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2694;506;13693;NULL;Dominic;L;Gonzalez;0;1971-02-06;S;NULL;M;dominic19@adventure-works.com;20000,00;0;0;Partial High School;Manual;0;2;3817 Green Hill Rd.;NULL;1 (11) 500 555-0110;2001-08-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5932;596;16931;NULL;Dalton;J;Lee;0;1947-09-14;S;NULL;M;dalton21@adventure-works.com;30000,00;3;0;Partial College;Clerical;1;2;5957 Hill Drive;NULL;1 (11) 500 555-0145;2001-08-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5702;519;16701;NULL;Laura;NULL;Zheng;0;1963-07-17;S;NULL;F;laura25@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;2;4428 Jones Rd.;NULL;1 (11) 500 555-0110;2001-08-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5709;648;16708;NULL;Kellie;NULL;Sanz;0;1958-10-11;S;NULL;F;kellie17@adventure-works.com;90000,00;2;0;Bachelors;Management;0;1;3189 La Salle St.;NULL;1 (11) 500 555-0137;2001-08-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5664;632;16663;NULL;Rosa;A;Lu;0;1957-10-09;S;NULL;F;rosa12@adventure-works.com;70000,00;2;0;High School;Professional;0;2;4487 Coldwater Drive;NULL;1 (11) 500 555-0190;2001-08-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6046;656;17045;NULL;Derek;NULL;Goel;0;1969-07-09;S;NULL;M;derek17@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;6550 Mallard Dr;NULL;1 (11) 500 555-0114;2001-08-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8831;647;19830;NULL;Gabrielle;NULL;Long;0;1962-12-24;S;NULL;F;gabrielle32@adventure-works.com;70000,00;1;0;Bachelors;Professional;1;1;9818 Frisbie Court;NULL;328-555-0139;2001-08-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11009;467;22008;NULL;Alisha;J;Ye;0;1975-04-08;S;NULL;F;alisha9@adventure-works.com;40000,00;0;0;High School;Skilled Manual;0;1;9525 Canyon Way;NULL;292-555-0192;2001-08-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
10922;671;21921;NULL;Lucas;T;Collins;0;1961-08-02;M;NULL;M;lucas12@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;8108 Abbey Court;NULL;367-555-0120;2001-08-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6049;473;17048;NULL;Natasha;NULL;Gutierrez;0;1969-09-18;S;NULL;F;natasha10@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;7065 Rock Creek Way;NULL;1 (11) 500 555-0188;2001-08-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
51;493;11050;NULL;Alan;NULL;Zheng;0;1951-09-07;M;NULL;M;alan23@adventure-works.com;30000,00;3;0;High School;Skilled Manual;1;2;2741 Gainborough Dr.;NULL;1 (11) 500 555-0135;2001-08-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
244;481;11243;NULL;Robin;V;Alvarez;0;1957-10-09;M;NULL;F;robin2@adventure-works.com;150000,00;2;3;Partial College;Professional;1;3;4086 Emmons Canyon Lane;NULL;1 (11) 500 555-0198;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1132;624;12131;NULL;Randall;M;Dominguez;0;1955-10-17;M;NULL;M;randall14@adventure-works.com;90000,00;2;1;High School;Professional;0;2;244, rue des Rosiers;NULL;1 (11) 500 555-0136;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2690;576;13689;NULL;Teresa;NULL;Ramos;0;1973-04-21;S;NULL;F;teresa18@adventure-works.com;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;3883 Kirkwood Dr;NULL;1 (11) 500 555-0113;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6047;518;17046;NULL;Preston;D;Sai;0;1969-09-06;M;NULL;M;preston4@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;4091 Hill Meadow Pl.;NULL;1 (11) 500 555-0186;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5703;471;16702;NULL;Patricia;T;Raman;0;1962-03-16;M;NULL;F;patricia15@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;7008 Buckingham Dr.;NULL;1 (11) 500 555-0184;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5708;492;16707;NULL;Derrick;NULL;Serrano;0;1958-04-07;S;NULL;M;derrick15@adventure-works.com;90000,00;2;0;Bachelors;Professional;1;1;1160 Camelback Road;NULL;1 (11) 500 555-0149;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5694;599;16693;NULL;Ethan;G;Coleman;0;1960-07-23;M;NULL;M;ethan2@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;6705 Tweed Lane;NULL;1 (11) 500 555-0118;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14869;707;25868;NULL;Jessica;W;Lewis;0;1946-11-04;M;NULL;F;jessica69@adventure-works.com;70000,00;5;0;Bachelors;Management;1;3;4591 Paso Del Rio Court;NULL;569-555-0148;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14273;553;25272;NULL;Edwin;J;Xu;0;1943-03-22;S;NULL;M;edwin13@adventure-works.com;60000,00;2;0;Graduate Degree;Management;0;1;9231 Santa Ana Drive;NULL;1 (11) 500 555-0118;2001-08-24;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5743;706;16742;NULL;Mitchell;R;Pal;0;1940-11-12;M;NULL;M;mitchell11@adventure-works.com;40000,00;2;0;Bachelors;Management;0;2;2159 Barbie Dr.;NULL;1 (11) 500 555-0155;2001-08-25;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6972;615;17971;NULL;Mayra;NULL;Perez;0;1968-04-25;S;NULL;F;mayra20@adventure-works.com;10000,00;2;2;High School;Manual;1;1;21, rue de Bas Marin;NULL;1 (11) 500 555-0114;2001-08-25;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
58;646;11057;NULL;Carl;J;Andersen;0;1953-10-12;M;NULL;M;carl12@adventure-works.com;70000,00;2;0;Graduate Degree;Management;1;2;6930 Lake Nadine Place;NULL;1 (11) 500 555-0181;2001-08-25;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2691;565;13690;NULL;Claudia;NULL;Gao;0;1972-02-17;S;NULL;F;claudia13@adventure-works.com;20000,00;0;0;Partial High School;Manual;0;2;4179 Green St.;NULL;1 (11) 500 555-0179;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2679;638;13678;NULL;Warren;A;Goel;0;1974-06-25;M;NULL;M;warren9@adventure-works.com;40000,00;1;1;Bachelors;Skilled Manual;1;0;9236 Woodland Drive;Unit B;1 (11) 500 555-0186;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2680;498;13679;NULL;Sandra;NULL;Li;0;1974-02-03;M;NULL;F;sandra9@adventure-works.com;40000,00;1;1;Bachelors;Skilled Manual;1;0;1102 Geary Ct;NULL;1 (11) 500 555-0163;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5714;478;16713;NULL;Tony;L;Nara;0;1953-11-06;M;NULL;M;tony19@adventure-works.com;40000,00;2;0;Bachelors;Management;1;1;7922 Rock Island Drive;NULL;1 (11) 500 555-0115;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14879;653;25878;NULL;Brianna;E;Simmons;0;1948-06-09;S;NULL;F;brianna60@adventure-works.com;60000,00;2;1;Bachelors;Management;0;0;3029 Heather Leaf Ln.;NULL;706-555-0114;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17065;580;28064;NULL;Tamara;NULL;Nath;0;1966-09-13;S;NULL;F;tamara28@adventure-works.com;70000,00;5;0;Graduate Degree;Professional;1;0;4555 Hackney Lane;NULL;961-555-0131;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17395;661;28394;NULL;Alisha;G;Zhang;0;1966-04-03;M;NULL;F;alisha0@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;0;4244, rue Surcouf;NULL;1 (11) 500 555-0138;2001-08-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6051;697;17050;NULL;Cristina;C;Xie;0;1970-11-24;M;NULL;F;cristina3@adventure-works.com;80000,00;4;4;Graduate Degree;Management;1;1;342 San Simeon;NULL;1 (11) 500 555-0129;2001-08-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2539;641;13538;NULL;Vanessa;NULL;Henderson;0;1959-08-27;S;NULL;F;vanessa5@adventure-works.com;20000,00;2;0;Partial College;Manual;1;1;Marienplatz 22225;NULL;1 (11) 500 555-0185;2001-08-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2692;587;13691;NULL;Ariana;J;Bailey;0;1972-10-22;S;NULL;F;ariana14@adventure-works.com;40000,00;2;2;Partial College;Clerical;1;0;1936 Balance Ct;NULL;1 (11) 500 555-0138;2001-08-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5638;534;16637;NULL;Evan;NULL;King;0;1971-08-19;M;NULL;M;evan44@adventure-works.com;110000,00;0;5;High School;Management;1;4;7492 Duckhorn Court;NULL;1 (11) 500 555-0186;2001-08-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5689;628;16688;NULL;Tabitha;L;Gomez;0;1961-10-04;S;NULL;F;tabitha20@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;0;1;9941 Roanwood Way;NULL;1 (11) 500 555-0119;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8330;662;19329;NULL;Nancy;K;Srini;0;1965-10-20;S;NULL;F;nancy11@adventure-works.com;20000,00;2;2;High School;Manual;1;0;Reiherweg 5944;NULL;1 (11) 500 555-0122;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2543;483;13542;NULL;Sharon;C;Kumar;0;1958-05-27;M;NULL;F;sharon14@adventure-works.com;30000,00;1;0;Bachelors;Clerical;1;0;Buergermeister-ulrich-str 4499;NULL;1 (11) 500 555-0173;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2544;649;13543;NULL;Phillip;NULL;Rana;0;1958-08-02;S;NULL;M;phillip12@adventure-works.com;30000,00;1;0;Bachelors;Clerical;1;0;Reiherweg 5944;NULL;1 (11) 500 555-0152;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2560;586;13559;NULL;Lori;M;Ramos;0;1969-06-17;S;NULL;F;lori18@adventure-works.com;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;Herzogstr 3899;NULL;1 (11) 500 555-0156;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3578;620;14577;NULL;Natalie;A;Rogers;0;1968-06-12;S;NULL;F;natalie3@adventure-works.com;60000,00;2;2;Bachelors;Skilled Manual;1;0;2946 Frame Ct;NULL;350-555-0163;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
57;518;11056;NULL;Michele;L;Nath;0;1953-04-03;M;NULL;F;michele19@adventure-works.com;40000,00;3;0;Partial College;Skilled Manual;1;2;5464 Janin Pl.;NULL;1 (11) 500 555-0178;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14274;554;25273;NULL;Karl;M;Rai;0;1943-06-05;M;NULL;M;karl18@adventure-works.com;60000,00;2;0;Graduate Degree;Management;0;1;9436 Oakmead;NULL;1 (11) 500 555-0175;2001-08-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14868;707;25867;NULL;Carlos;A;Carter;0;1946-10-20;S;NULL;M;carlos38@adventure-works.com;70000,00;5;0;Bachelors;Management;1;3;1019 Buchanan Road;NULL;513-555-0141;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17063;547;28062;NULL;Xavier;C;Roberts;0;1966-03-14;S;NULL;M;xavier36@adventure-works.com;70000,00;4;0;Graduate Degree;Professional;1;0;6206 Arthur Rd;NULL;697-555-0137;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17042;522;28041;NULL;Rebecca;J;Wright;0;1949-05-02;S;NULL;F;rebecca21@adventure-works.com;60000,00;2;1;Partial College;Professional;0;2;5648 Roland Ct.;NULL;883-555-0117;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
16920;495;27919;NULL;Ryan;NULL;Lal;0;1972-10-20;S;NULL;M;ryan33@adventure-works.com;70000,00;0;0;Partial College;Skilled Manual;1;2;7512 Sanford Street;NULL;505-555-0116;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11051;446;22050;NULL;Richard;N;Bailey;0;1968-02-18;S;NULL;M;richard97@adventure-works.com;90000,00;4;4;Bachelors;Management;1;1;5826 Limewood Pl.;NULL;818-555-0146;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
241;704;11240;NULL;Anne;B;Hernandez;0;1958-12-11;M;NULL;F;anne4@adventure-works.com;160000,00;2;3;Partial College;Professional;1;4;76 Woodcrest Dr.;NULL;1 (11) 500 555-0119;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6050;634;17049;NULL;Krystal;NULL;Lu;0;1969-04-07;M;NULL;F;krystal11@adventure-works.com;100000,00;1;0;Graduate Degree;Management;0;0;6029 Camelback Road;NULL;1 (11) 500 555-0152;2001-08-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5692;531;16691;NULL;Paula;B;Romero;0;1966-11-06;S;NULL;F;paula12@adventure-works.com;110000,00;0;0;Graduate Degree;Management;0;2;4345 Azoras Circle;NULL;1 (11) 500 555-0158;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
5657;679;16656;NULL;Ronnie;NULL;Zhang;0;1955-05-10;M;NULL;M;ronnie0@adventure-works.com;80000,00;2;0;High School;Skilled Manual;0;2;2479 Killdeer Court;NULL;1 (11) 500 555-0161;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8830;682;19829;NULL;Lucas;C;Mitchell;0;1963-09-03;S;NULL;M;lucas3@adventure-works.com;60000,00;3;2;Graduate Degree;Professional;0;0;3450 Villageoaks Dr.;NULL;491-555-0164;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
45;492;11044;NULL;Adam;L;Flores;0;1949-05-24;M;NULL;M;adam10@adventure-works.com;20000,00;2;1;Partial High School;Clerical;1;2;6935 Candle Dr;NULL;1 (11) 500 555-0163;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2542;491;13541;NULL;Ashlee;NULL;Xu;0;1960-08-12;M;NULL;F;ashlee12@adventure-works.com;40000,00;3;0;Graduate Degree;Clerical;1;0;Holzstr 4222;NULL;1 (11) 500 555-0114;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17396;524;28395;NULL;Shannon;L;Dominguez;0;1966-12-28;S;NULL;M;shannon34@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;0;11, rue de Cambrai;NULL;1 (11) 500 555-0119;2001-08-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17157;691;28156;NULL;Gabrielle;J;Hall;0;1968-06-11;S;NULL;F;gabrielle64@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;1;5764 St. Dunstan Ct.;NULL;310-555-0179;2001-09-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11115;467;22114;NULL;Lucas;L;Martin;0;1953-07-16;M;NULL;M;lucas28@adventure-works.com;70000,00;3;0;Graduate Degree;Management;1;2;191 Trail Way;NULL;434-555-0192;2001-09-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2822;574;13821;NULL;Allen;O;Lopez;0;1963-05-15;M;NULL;M;allen15@adventure-works.com;40000,00;1;0;Bachelors;Skilled Manual;1;0;619 Natalie Drive;NULL;1 (11) 500 555-0195;2001-09-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6329;568;17328;NULL;Michelle;E;Cox;0;1963-09-03;S;NULL;F;michelle11@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;2;9100 Main Street;NULL;1 (11) 500 555-0119;2001-09-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6321;473;17320;NULL;Alan;NULL;Zhu;0;1964-09-24;S;NULL;M;alan17@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;1;8995 Stanford St.;NULL;1 (11) 500 555-0115;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6072;669;17071;NULL;Tammy;K;Raji;0;1965-02-18;S;NULL;F;tammy22@adventure-works.com;70000,00;0;0;Bachelors;Professional;1;1;2781 Cresent Dr.;NULL;1 (11) 500 555-0117;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6310;697;17309;NULL;Amy;E;Ma;0;1962-05-04;S;NULL;F;amy22@adventure-works.com;60000,00;1;0;Bachelors;Professional;1;1;6514 Las Juntas Way;NULL;1 (11) 500 555-0122;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6311;692;17310;NULL;Alejandro;NULL;Wang;0;1961-07-28;M;NULL;M;alejandro3@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;8364 Gold Crest Ct.;NULL;1 (11) 500 555-0175;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2793;576;13792;NULL;Charles;NULL;Taylor;0;1965-04-14;S;NULL;M;charles12@adventure-works.com;20000,00;2;2;High School;Manual;1;2;5241 St. Andrews Way;NULL;1 (11) 500 555-0175;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2766;506;13765;NULL;Jaime;NULL;Shen;0;1968-08-11;M;NULL;M;jaime26@adventure-works.com;30000,00;1;0;Bachelors;Clerical;1;0;5170 Isabel Dr;NULL;1 (11) 500 555-0113;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2573;555;13572;NULL;Shaun;NULL;Deng;0;1968-09-11;S;NULL;M;shaun3@adventure-works.com;10000,00;3;3;High School;Manual;1;0;Haberstr 41;NULL;1 (11) 500 555-0172;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1222;543;12221;NULL;Brandi;NULL;Ruiz;0;1961-01-09;M;NULL;F;brandi2@adventure-works.com;20000,00;1;0;Graduate Degree;Clerical;1;0;11, rue Saint Denis;NULL;1 (11) 500 555-0113;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11059;467;22058;NULL;Jake;NULL;Zukowski;0;1978-11-05;S;NULL;M;jake22@adventure-works.com;40000,00;0;0;High School;Skilled Manual;0;2;5888 Salem St.;NULL;139-555-0143;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17146;443;28145;NULL;Brandon;C;Jones;0;1974-11-11;S;NULL;M;brandon41@adventure-works.com;60000,00;0;0;Partial College;Professional;0;2;7177 Danesta Dr.;NULL;881-555-0128;2001-09-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17173;443;28172;NULL;Charles;NULL;Moore;0;1961-11-27;M;NULL;M;charles11@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;4000 Krueger Drive;NULL;799-555-0117;2001-09-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14559;634;25558;NULL;Zachary;NULL;Wilson;0;1980-03-15;S;NULL;M;zachary36@adventure-works.com;10000,00;0;0;Partial College;Manual;1;1;9775 Redrock Drive;NULL;1 (11) 500 555-0157;2001-09-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6243;561;17242;NULL;Dale;K;Chande;0;1973-04-28;M;NULL;M;dale12@adventure-works.com;110000,00;0;5;Partial College;Management;1;3;3623 Bush Avenue;NULL;1 (11) 500 555-0145;2001-09-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6316;553;17315;NULL;Carolyn;L;Munoz;0;1960-12-20;M;NULL;F;carolyn28@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;4566 La Jolla;NULL;1 (11) 500 555-0164;2001-09-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6056;473;17055;NULL;Willie;NULL;She;0;1969-11-09;S;NULL;M;willie20@adventure-works.com;110000,00;1;0;Graduate Degree;Management;1;1;5742 Curtis Drive;NULL;1 (11) 500 555-0147;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
335;698;11334;NULL;Nicole;NULL;Brown;0;1961-03-22;M;NULL;F;nicole4@adventure-works.com;10000,00;1;0;Bachelors;Manual;1;0;1135 W St.;NULL;1 (11) 500 555-0187;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14888;537;25887;NULL;Jack;J;Collins;0;1950-05-24;M;NULL;M;jack37@adventure-works.com;60000,00;2;1;Partial College;Professional;1;2;318 Liana Lane;NULL;945-555-0193;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17169;652;28168;NULL;Jacqueline;NULL;Ward;0;1961-10-10;M;NULL;F;jacqueline36@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;9104 Melody Drive;NULL;561-555-0115;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17132;443;28131;NULL;Todd;G;Zhu;0;1973-04-09;S;NULL;M;todd13@adventure-works.com;70000,00;0;0;Partial College;Professional;0;2;2071 Concord Blvd.;NULL;337-555-0113;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17182;500;28181;NULL;Katherine;J;Rodriguez;0;1960-03-06;M;NULL;F;katherine91@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;5412 Glenhaven Ave South;NULL;801-555-0134;2001-09-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17183;707;28182;NULL;Fernando;NULL;Turner;0;1960-09-05;M;NULL;M;fernando38@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;6242 Cleveland Avenue;NULL;878-555-0125;2001-09-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17187;580;28186;NULL;Jenny;M;Wagner;0;1960-02-06;M;NULL;F;jenny3@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;2205 Stonehedge Dr.;NULL;893-555-0112;2001-09-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2568;555;13567;NULL;Anne;T;Rubio;0;1951-09-25;M;NULL;F;anne21@adventure-works.com;10000,00;4;0;High School;Manual;0;2;Am Kreuz 416;NULL;1 (11) 500 555-0188;2001-09-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2773;532;13772;NULL;Michele;K;Perez;0;1968-10-24;M;NULL;F;michele34@adventure-works.com;40000,00;0;0;Bachelors;Clerical;1;0;6939 Hilltop Dr.;NULL;1 (11) 500 555-0137;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3582;536;14581;NULL;Kevin;M;Adams;0;1967-10-21;S;NULL;M;kevin54@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;1;7961 Red Maple Ct.;NULL;104-555-0111;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6066;487;17065;NULL;Cedric;R;Chen;0;1966-04-27;M;NULL;M;cedric2@adventure-works.com;100000,00;0;0;Graduate Degree;Management;1;0;7154 Broadway;NULL;1 (11) 500 555-0167;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6309;471;17308;NULL;Deborah;K;Kumar;0;1962-08-15;M;NULL;F;deborah12@adventure-works.com;60000,00;1;0;Bachelors;Professional;1;1;1798 Norfolk Rd;NULL;1 (11) 500 555-0164;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17186;443;28185;NULL;Eric;S;Alexander;0;1960-04-19;M;NULL;M;eric26@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;1773 Royal Palm Lane;NULL;106-555-0117;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17194;502;28193;NULL;Taylor;NULL;Davis;0;1959-04-19;S;NULL;F;taylor52@adventure-works.com;70000,00;5;5;Graduate Degree;Professional;1;3;4377 Viking Dr.;NULL;194-555-0130;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17089;582;28088;NULL;Marshall;L;Lal;0;1979-04-28;M;NULL;M;marshall30@adventure-works.com;40000,00;0;0;Partial College;Skilled Manual;1;1;9666 Northridge Ct.;NULL;340-555-0154;2001-09-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17113;475;28112;NULL;Savannah;K;Evans;0;1980-07-22;M;NULL;F;savannah21@adventure-works.com;30000,00;0;0;Partial College;Skilled Manual;1;2;9069 Muir Road;NULL;696-555-0193;2001-09-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
